Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine;Date
2007-10-25 18:34:29.754821;M;24;1.0;24;9.672721000000001;1.981165;s;hallway_downstairs;hallway_downstairs;1;1;None;2007-10-25
2007-10-25 19:20:22.352876;M;6;1.0;6;2.690326;190.03701900000002;s;living_room;living_room;3;7;None;2007-10-25
2007-10-25 20:04:19.386021;M;37;1.0;37;5.299108;597.632597;s;bathroom;bathroom;5;4;None;2007-10-25
2007-10-25 20:23:34.694065;M;25;1.0;25;4.242813;25358.058547;s;hallway_downstairs;hallway_downstairs;6;0;None;2007-10-25
2007-10-26 08:22:33.115944;M;24;1.0;24;14.12804;24004.781583;s;hallway_downstairs;hallway_downstairs;17;7;None;2007-10-26
2007-10-26 16:07:27.535593;M;10;1.0;10;1.51715;254.47208300000003;s;living_room;living_room;20;0;None;2007-10-26
2007-10-26 16:27:36.734581;M;24;1.0;24;5.562471;7621.931774000001;s;hallway_downstairs;hallway_downstairs;21;7;None;2007-10-26
2007-10-26 18:57:40.303959;M;6;1.0;6;2.3133030000000003;52.128260000000004;s;living_room;living_room;22;3;None;2007-10-26
2007-10-26 19:22:08.550323;M;10;1.0;10;1.5315930000000002;54.281694;s;living_room;living_room;23;7;None;2007-10-26
2007-10-26 19:43:21.566916;M;6;1.0;6;2.647257;544.783147;s;living_room;living_room;24;0;None;2007-10-26
2007-10-27 08:58:28.743624;M;11;1.0;11;6.466025;6.294145;s;living_room;living_room;44;5;None;2007-10-27
2007-10-27 09:18:17.794897;M;25;1.0;25;4.328842;915.4516910000001;s;hallway_downstairs;hallway_downstairs;45;4;None;2007-10-27
2007-10-27 09:46:27.742851;M;16;1.0;16;2.8932350000000002;6.2043680000000005;s;kitchen;kitchen;46;1;None;2007-10-27
2007-10-27 09:59:54.094192;M;26;1.0;26;4.98568;212372.97242600002;s;stairs;stairs;47;7;None;2007-10-27
2007-10-29 21:18:40.336846;M;37;1.0;37;6.161079;931.9683610000001;s;bathroom;bathroom;48;0;None;2007-10-29
2007-10-30 08:58:28.006398;M;9;1.0;9;7.197635;7.381584;s;living_room;living_room;55;4;None;2007-10-30
2007-10-30 09:05:08.561213;M;24;1.0;24;1.053701;28352.712773000003;s;hallway_downstairs;hallway_downstairs;56;0;None;2007-10-30
2007-10-30 16:58:29.292722;M;6;1.0;6;1.049126;1.4261270000000001;s;living_room;living_room;57;7;None;2007-10-30
2007-10-30 17:45:56.931937;M;6;1.0;6;1.81156;247.156032;s;living_room;living_room;59;0;None;2007-10-30
2007-10-30 18:06:44.360273;M;5;1.0;5;1.983535;254.07692000000003;s;living_room;living_room;60;1;None;2007-10-30
2007-10-30 18:31:48.763075;M;6;1.0;6;1.3946180000000001;237.17368900000002;s;living_room;living_room;61;7;None;2007-10-30
2007-10-30 18:55:56.938262;M;11;1.0;11;2.19823;448.48099900000005;s;living_room;living_room;62;0;None;2007-10-30
2007-10-30 19:21:36.918743;M;11;1.0;11;5.136629;86.13303;s;living_room;living_room;63;7;None;2007-10-30
2007-10-30 19:43:43.524775;M;6;1.0;6;1.001906;1022.9915030000001;s;living_room;living_room;64;0;None;2007-10-30
2007-10-30 20:09:23.246822;M;37;1.0;37;4.487806;165.48049600000002;s;bathroom;bathroom;65;7;None;2007-10-30
2007-10-30 22:29:52.641153;M;10;1.0;10;1.7804920000000002;449.363195;s;living_room;living_room;69;0;None;2007-10-30
2007-10-31 06:10:14.434338;M;37;1.0;37;4.545765;54.116777000000006;s;bathroom;bathroom;71;4;None;2007-10-31
2007-10-31 06:34:24.561278;M;35;1.0;35;6.447774000000001;21.061156;s;bedroom_south;bedroom_south;72;0;None;2007-10-31
2007-10-31 15:38:42.333874;M;24;1.0;24;8.263824000000001;19187.599247000002;s;hallway_downstairs;hallway_downstairs;75;7;None;2007-10-31
2007-10-31 21:44:46.700123;M;10;1.0;10;1.6035730000000001;125.62331300000001;s;living_room;living_room;77;0;None;2007-10-31
2007-10-31 22:01:38.697523;M;25;1.0;25;2.5753500000000003;1071.816706;s;hallway_downstairs;hallway_downstairs;78;7;None;2007-10-31
2007-10-31 22:58:17.023051;M;10;1.0;10;1.9835010000000002;25647.621488;s;living_room;living_room;80;0;None;2007-10-31
2007-11-01 09:57:39.425428;M;35;1.0;35;3.006154;27509.88215;s;bedroom_south;bedroom_south;91;7;None;2007-11-01
2007-11-01 20:10:12.992652;M;10;1.0;10;1.0477750000000001;117.527252;s;living_room;living_room;98;3;None;2007-11-01
2007-11-01 20:57:54.676348;M;11;1.0;11;1.349394;37.428399;s;living_room;living_room;100;0;None;2007-11-01
2007-11-01 22:08:06.078042;M;10;1.0;10;4.442849000000001;204.645824;s;living_room;living_room;103;7;None;2007-11-01
2007-11-01 22:34:26.737178;M;36;1.0;36;3.271081;3.792936;s;bedroom_south;bedroom_south;104;0;None;2007-11-01
2007-11-02 15:46:29.364262;M;21;1.0;21;4.5920190000000005;0.9897330000000001;s;hallway_downstairs;hallway_downstairs;112;7;None;2007-11-02
2007-11-02 16:09:10.159887;M;10;1.0;10;1.0420770000000001;137.935474;s;living_room;living_room;113;0;None;2007-11-02
2007-11-02 17:11:11.412501;M;10;1.0;10;1.552154;679.187315;s;living_room;living_room;116;7;None;2007-11-02
2007-11-02 17:46:19.666037;M;10;1.0;10;1.599051;1411.8330780000001;s;living_room;living_room;117;0;None;2007-11-02
2007-11-02 18:57:45.235636;M;10;1.0;10;2.14241;117.77050000000001;s;living_room;living_room;120;7;None;2007-11-02
2007-11-02 19:19:59.761295;M;10;1.0;10;4.34075;555.1785960000001;s;living_room;living_room;121;0;None;2007-11-02
2007-11-02 20:27:00.722306;M;10;1.0;10;1.5055720000000001;797.320011;s;living_room;living_room;124;7;None;2007-11-02
2007-11-02 22:07:47.310023;M;10;1.0;10;1.7355;236.794205;s;living_room;living_room;128;0;None;2007-11-02
2007-11-03 09:58:55.044914;M;35;1.0;35;2.2962480000000003;18823.851915000003;s;bedroom_south;bedroom_south;141;7;None;2007-11-03
2007-11-03 16:29:44.047089;M;11;1.0;11;1.787519;324.403025;s;living_room;living_room;145;3;None;2007-11-03
2007-11-03 16:58:09.436242;M;10;1.0;10;1.650184;78.299976;s;living_room;living_room;146;7;None;2007-11-03
2007-11-03 17:21:58.669309;M;17;1.0;17;2.079972;85.575985;s;kitchen;kitchen;147;4;None;2007-11-03
2007-11-03 17:45:38.064789;M;37;1.0;37;2.487267;345.827782;s;bathroom;bathroom;148;7;None;2007-11-03
2007-11-03 18:32:10.394445;M;10;1.0;10;1.7061220000000001;279.03285800000003;s;living_room;living_room;150;4;None;2007-11-03
2007-11-03 18:58:28.536906;M;16;1.0;16;3.2890870000000003;7.6138650000000005;s;kitchen;living_room;151;6;None;2007-11-03
2007-11-03 19:22:25.019262;M;6;1.0;6;6.245635;7.6532230000000006;s;living_room;living_room;152;8;None;2007-11-03
2007-11-03 19:46:25.468274;M;9;1.0;9;3.760993;16.738089000000002;s;living_room;living_room;153;6;None;2007-11-03
2007-11-03 20:58:29.476855;M;7;1.0;7;3.074144;0.7607830000000001;s;living_room;living_room;156;8;None;2007-11-03
2007-11-03 22:58:27.119338;M;10;1.0;10;1.8581450000000002;6.584226;s;living_room;living_room;161;0;None;2007-11-03
2007-11-04 09:30:07.959154;M;35;1.0;35;3.7349500000000004;20086.999038;s;bedroom_south;bedroom_south;172;7;None;2007-11-04
2007-11-04 15:20:22.533409;M;24;1.0;24;3.2413390000000004;12314.610219;s;hallway_downstairs;hallway_downstairs;173;4;None;2007-11-04
2007-11-04 18:58:27.512257;M;18;1.0;18;6.058522;4.1923390000000005;s;kitchen;kitchen;174;2;None;2007-11-04
2007-11-04 20:06:56.471738;M;10;1.0;10;2.499349;244.61963000000003;s;living_room;living_room;177;1;None;2007-11-04
2007-11-04 20:34:29.635148;M;17;1.0;17;4.687164;30.608695;s;kitchen;kitchen;178;3;None;2007-11-04
2007-11-04 21:22:17.534946;M;9;1.0;9;1.466139;59.808032000000004;s;living_room;living_room;180;0;None;2007-11-04
2007-11-05 07:46:10.043758;M;34;1.0;34;1.7275150000000001;238.88604800000002;s;bedroom_south;bedroom_south;189;4;None;2007-11-05
2007-11-05 08:10:29.148698;M;35;1.0;35;6.577958000000001;0.775788;s;bedroom_south;kitchen;190;5;None;2007-11-05
2007-11-05 08:34:14.728427;M;34;1.0;34;2.117486;93.164285;s;bedroom_south;bedroom_south;191;0;None;2007-11-05
2007-11-05 15:15:58.856975;M;17;1.0;17;1.9734760000000002;564.697489;s;kitchen;kitchen;194;7;None;2007-11-05
2007-11-05 16:04:12.878071;M;9;1.0;9;2.31218;527.669072;s;living_room;living_room;196;0;None;2007-11-05
2007-11-05 16:29:54.422581;M;10;1.0;10;0.9960840000000001;451.467253;s;living_room;living_room;197;4;None;2007-11-05
2007-11-05 17:46:29.459623;M;16;1.0;16;5.351533000000001;1.106686;s;kitchen;kitchen;200;2;None;2007-11-05
2007-11-05 18:10:01.704528;M;10;1.0;10;1.016053;42.84501;s;living_room;living_room;201;7;None;2007-11-05
2007-11-05 18:58:09.599082;M;10;1.0;10;4.734775;23.041103;s;living_room;living_room;203;0;None;2007-11-05
2007-11-05 19:46:13.653279;M;6;1.0;6;0.9917070000000001;37.064759;s;living_room;living_room;205;7;None;2007-11-05
2007-11-05 20:09:56.001362;M;14;1.0;14;1.8086620000000002;48.17098;s;living_room;living_room;206;0;None;2007-11-05
2007-11-06 19:50:15.530424;M;10;1.0;10;1.475735;1521.961843;s;living_room;living_room;218;5;None;2007-11-06
2007-11-06 20:34:16.851946;M;13;1.0;13;2.87632;16.819147;s;living_room;living_room;219;7;None;2007-11-06
2007-11-06 22:22:52.793898;M;25;1.0;25;2.2382560000000002;27554.669356000002;s;hallway_downstairs;hallway_downstairs;224;0;None;2007-11-06
2007-11-08 19:19:04.113433;M;25;1.0;25;3.218125;1273.880572;s;hallway_downstairs;hallway_downstairs;249;7;None;2007-11-08
2007-11-08 20:33:10.302009;M;9;1.0;9;1.714862;158.849126;s;living_room;living_room;252;0;None;2007-11-08
2007-11-08 21:21:58.569335;M;6;1.0;6;6.438709;140.33867800000002;s;living_room;living_room;254;7;None;2007-11-08
2007-11-08 22:57:26.103105;M;10;1.0;10;2.223363;134.92167;s;living_room;living_room;258;0;None;2007-11-08
2007-11-09 08:34:18.330453;M;37;1.0;37;5.1665980000000005;12.628618000000001;s;bathroom;bathroom;264;4;None;2007-11-09
2007-11-09 08:53:21.898269;M;24;1.0;24;3.6422120000000002;34603.51866;s;hallway_downstairs;hallway_downstairs;265;0;None;2007-11-09
2007-11-09 18:42:57.728349;M;25;1.0;25;0.344868;10403.472372;s;hallway_downstairs;hallway_downstairs;267;4;None;2007-11-09
2007-11-09 21:46:29.522239;M;19;1.0;19;3.21211;1.75153;s;hallway_downstairs;hallway_downstairs;268;2;None;2007-11-09
2007-11-09 22:10:26.657191;M;10;1.0;10;1.072813;3.5511380000000003;s;living_room;living_room;269;1;None;2007-11-09
2007-11-09 22:58:01.101306;M;10;1.0;10;2.999315;50.583677;s;living_room;living_room;271;0;None;2007-11-09
2007-11-25 19:21:41.764524;M;10;1.0;10;1.6081450000000002;141.279011;s;living_room;living_room;289;7;None;2007-11-25
2007-11-25 20:58:28.471544;M;10;1.0;10;2.609531;66.818641;s;living_room;living_room;293;4;None;2007-11-25
2007-11-25 21:19:47.963849;M;6;1.0;6;1.128883;265.324993;s;living_room;living_room;294;7;None;2007-11-25
2007-11-25 21:45:55.076091;M;10;1.0;10;1.6965480000000002;117.346517;s;living_room;living_room;295;3;None;2007-11-25
2007-11-25 22:10:03.707608;M;11;1.0;11;1.395593;84.034384;s;living_room;living_room;296;7;None;2007-11-25
2007-11-25 22:56:34.125667;M;11;1.0;11;1.877445;25527.550305;s;living_room;living_room;298;0;None;2007-11-25
2007-11-26 08:09:55.378345;M;37;1.0;37;3.7174280000000004;534.87257;s;bathroom;bathroom;304;4;None;2007-11-26
2007-11-26 08:34:27.395167;M;13;1.0;13;2.9371650000000002;7.909765;s;living_room;living_room;305;5;None;2007-11-26
2007-11-26 08:54:48.652609;M;25;1.0;25;5.625375;21911.699929000002;s;hallway_downstairs;hallway_downstairs;306;0;None;2007-11-26
2007-11-26 16:10:26.739536;M;35;1.0;35;1.7991590000000002;26.211982000000003;s;bedroom_south;bedroom_south;309;4;None;2007-11-26
2007-11-26 16:33:32.285886;M;10;1.0;10;2.1045450000000003;112.07669600000001;s;living_room;living_room;310;3;None;2007-11-26
2007-11-26 16:58:14.571226;M;34;1.0;34;6.174585;28.064210000000003;s;bedroom_south;bedroom_south;311;5;None;2007-11-26
2007-11-26 19:22:28.875846;M;13;1.0;13;2.3673580000000003;1.78851;s;living_room;living_room;317;1;None;2007-11-26
2007-11-26 20:10:28.953873;M;21;1.0;21;6.412451000000001;1.033724;s;hallway_downstairs;hallway_downstairs;319;0;None;2007-11-26
2007-11-26 20:58:01.174629;M;13;1.0;13;3.2171230000000004;46.895158;s;living_room;living_room;321;5;None;2007-11-26
2007-11-26 22:10:26.733406;M;13;1.0;13;1.8135130000000002;4.524765;s;living_room;living_room;324;7;None;2007-11-26
2007-11-26 22:34:01.067218;M;10;1.0;10;1.633563;106.995683;s;living_room;living_room;325;5;None;2007-11-26
2007-11-26 22:58:23.727168;M;13;1.0;13;1.8087600000000001;49.209113;s;living_room;living_room;326;0;None;2007-11-26
2007-11-27 08:58:27.709214;M;13;1.0;13;2.028423;2.579283;s;living_room;living_room;333;5;None;2007-11-27
2007-11-27 09:08:24.811284;M;24;1.0;24;1.0398850000000002;21098.315488;s;hallway_downstairs;hallway_downstairs;334;3;None;2007-11-27
2007-11-27 15:45:08.725969;M;6;1.0;6;3.2871230000000002;175.24648000000002;s;living_room;living_room;336;0;None;2007-11-27
2007-11-27 15:50:57.505737;M;25;1.0;25;4.503115;10521.579857;s;hallway_downstairs;hallway_downstairs;337;4;None;2007-11-27
2007-11-27 19:46:28.929104;M;16;1.0;16;2.865342;1.9455500000000001;s;kitchen;kitchen;340;3;None;2007-11-27
2007-11-27 20:09:39.373242;M;6;1.0;6;3.6663840000000003;89.244623;s;living_room;living_room;341;7;None;2007-11-27
2007-11-27 20:57:40.667667;M;6;1.0;6;1.7091720000000001;134.56643200000002;s;living_room;living_room;343;0;None;2007-11-27
2007-11-27 21:46:27.154832;M;9;1.0;9;3.236772;2.850845;s;living_room;living_room;345;7;None;2007-11-27
2007-11-27 22:58:11.257775;M;10;1.0;10;0.820164;74.32213300000001;s;living_room;living_room;348;0;None;2007-11-27
2007-11-28 08:06:52.301796;M;37;1.0;37;6.1505030000000005;419.92133900000005;s;bathroom;bathroom;355;5;None;2007-11-28
2007-11-28 08:34:28.642511;M;13;1.0;13;4.4819830000000005;9.406084;s;living_room;living_room;356;0;None;2007-11-28
2007-11-28 08:45:16.020626;M;25;1.0;25;2.454492;34145.066297000005;s;hallway_downstairs;hallway_downstairs;357;3;None;2007-11-28
2007-11-28 18:52:16.634811;M;10;1.0;10;1.788512;585.1716710000001;s;living_room;living_room;359;0;None;2007-11-28
2007-11-28 20:08:54.826215;M;9;1.0;9;1.2996590000000001;180.1305;s;living_room;living_room;361;7;None;2007-11-28
2007-11-28 20:31:07.761167;M;10;1.0;10;1.4615980000000002;637.5699970000001;s;living_room;living_room;362;0;None;2007-11-28
2007-11-29 09:46:18.154985;M;37;1.0;37;3.4790270000000003;39.078594;s;bathroom;bathroom;373;4;None;2007-11-29
2007-11-29 09:57:39.382328;M;25;1.0;25;5.030571;36296.638423000004;s;hallway_downstairs;hallway_downstairs;374;0;None;2007-11-29
2007-11-29 20:08:41.945778;M;16;1.0;16;3.237101;150.750244;s;kitchen;kitchen;375;4;None;2007-11-29
2007-11-29 20:34:22.921109;M;16;1.0;16;14.652953;19.909516;s;kitchen;kitchen;376;3;None;2007-11-29
2007-11-29 20:57:35.178575;M;10;1.0;10;1.751527;106.34081300000001;s;living_room;living_room;377;0;None;2007-11-29
2007-11-30 18:31:56.770223;M;25;1.0;25;5.2606850000000005;199.768953;s;hallway_downstairs;hallway_downstairs;391;7;None;2007-11-30
2007-11-30 19:22:27.686938;M;13;1.0;13;5.370577;10.501218000000001;s;living_room;living_room;393;5;None;2007-11-30
2007-11-30 20:32:45.106033;M;13;1.0;13;2.5233220000000003;197.82944;s;living_room;living_room;396;0;None;2007-11-30
2007-11-30 20:58:23.758816;M;17;1.0;17;1.771509;8.910539;s;kitchen;kitchen;397;5;None;2007-11-30
2007-11-30 21:21:44.017799;M;18;1.0;18;2.981774;50.059617;s;kitchen;kitchen;398;7;None;2007-11-30
