Timestamp;SensorType;LC_Activity;Active;Sensor_Added;SensorActivationTime;Duration;LC;room;room_major;Case;Cluster;Routine;Date
2007-10-25 18:34:29.754821;M;24;1.0;24;9.672721000000001;1.981165;s;hallway_downstairs;hallway_downstairs;1;0;weekday_;2007-10-25
2007-10-25 18:39:39.214324;M;16;1.0;16;5.086587000000001;1.7255090000000002;s;kitchen;living_room;7;1;weekday_;2007-10-25
2007-10-25 19:37:15.671393;M;16;1.0;16;3.508042;3.769022;s;kitchen;kitchen;8;0;weekday_;2007-10-25
2007-10-25 19:37:31.612123;M;15;1.0;15;3.8069210000000004;1.0297;s;living_room;living_room;9;6;weekday_;2007-10-25
2007-10-25 20:03:53.554787;M;23;1.0;23;1.533428;1.055712;s;hallway_downstairs;hallway_downstairs;10;0;weekday_;2007-10-25
2007-10-26 03:26:33.055924;M;30;1.0;30;5.544601;1.07173;s;bedroom_south;bedroom_south;33;5;weekday_;2007-10-26
2007-10-26 04:47:32.434957;M;29;1.0;29;8.048679;1.278121;s;hallway_upstairs;hallway_upstairs;34;0;weekday_;2007-10-26
2007-10-26 04:49:12.068985;M;30;1.0;30;5.210681;0.785783;s;bedroom_south;bedroom_south;37;5;weekday_;2007-10-26
2007-10-26 08:04:14.896191;M;29;1.0;29;7.745796;0.8027700000000001;s;hallway_upstairs;hallway_upstairs;38;0;weekday_;2007-10-26
2007-10-26 08:13:54.452158;M;30;1.0;30;4.881026;0.457863;s;bedroom_south;bedroom_south;41;3;weekday_;2007-10-26
2007-10-26 08:16:19.783906;M;29;1.0;29;6.437331;0.6638270000000001;s;hallway_upstairs;hallway_upstairs;42;0;weekday_;2007-10-26
2007-10-26 08:17:18.201616;M;30;1.0;30;2.8076510000000003;0.436873;s;bedroom_south;bedroom_south;45;3;weekday_;2007-10-26
2007-10-26 08:20:57.752317;M;29;1.0;29;4.532174;1.319031;s;hallway_upstairs;hallway_upstairs;46;0;weekday_;2007-10-26
2007-10-26 15:08:29.229741;M;16;1.0;16;4.825483;1.975211;s;kitchen;living_room;55;6;weekday_;2007-10-26
2007-10-26 15:47:23.027939;M;16;1.0;16;3.1417200000000003;1.4315550000000001;s;kitchen;kitchen;56;0;weekday_;2007-10-26
2007-10-26 18:34:57.226293;M;1;1.0;1;1.8546330000000002;2.0185980000000003;s;living_room;living_room;67;2;weekday_;2007-10-26
2007-10-26 22:53:46.294874;M;23;1.0;23;3.367062;1.919494;s;hallway_downstairs;hallway_downstairs;68;0;weekday_;2007-10-26
2007-10-26 22:55:53.926501;M;30;1.0;30;7.008106000000001;0.7338;s;bedroom_south;bedroom_south;74;5;weekday_;2007-10-26
2007-10-27 03:28:23.992278;M;34;1.0;34;2.311221;3063.8095030000004;s;bedroom_south;bedroom_south;74;5;weekend_;2007-10-27
2007-10-27 08:53:00.367882;M;29;1.0;29;4.813671;0.676377;s;hallway_upstairs;hallway_upstairs;75;0;weekend_;2007-10-27
2007-10-27 08:58:16.917156;M;1;1.0;1;2.514317;0.847743;s;living_room;living_room;92;6;weekend_;2007-10-27
2007-10-27 09:01:03.040409;M;16;1.0;16;3.0809290000000003;1.057356;s;kitchen;kitchen;93;0;weekend_;2007-10-27
2007-10-27 09:48:45.220753;M;1;1.0;1;3.9129690000000004;0.8006960000000001;s;living_room;living_room;137;6;weekend_;2007-10-27
2007-10-27 09:50:52.863244;M;16;1.0;16;2.067463;1.114698;s;kitchen;kitchen;138;0;weekend_;2007-10-27
2007-10-27 09:56:23.058439;M;30;1.0;30;6.509952;1.8739230000000002;s;bedroom_south;bedroom_south;152;3;weekend_;2007-10-27
2007-10-27 09:58:36.550081;M;29;1.0;29;9.137245;5.982076;s;hallway_upstairs;hallway_upstairs;153;0;weekend_;2007-10-27
2007-10-29 20:59:27.066618;M;10;1.0;10;1.862754;15.633656;s;living_room;living_room;162;6;weekday_;2007-10-29
2007-10-29 21:17:49.198741;M;16;1.0;16;2.5436680000000003;1.095934;s;kitchen;kitchen;163;0;weekday_;2007-10-29
2007-10-29 21:34:39.121452;M;1;1.0;1;4.134205000000001;1.050732;s;living_room;living_room;171;6;weekday_;2007-10-29
2007-10-29 21:38:14.359968;M;1;1.0;1;7.919948000000001;5.564557000000001;s;living_room;hallway_downstairs;172;0;weekday_;2007-10-29
2007-10-30 06:00:31.580933;M;35;1.0;35;1.365604;16.149571;s;bedroom_south;bedroom_south;175;5;weekday_;2007-10-30
2007-10-30 08:44:20.741591;M;29;1.0;29;8.00994;1.037704;s;hallway_upstairs;hallway_upstairs;176;0;weekday_;2007-10-30
2007-10-30 08:51:37.313631;M;30;1.0;30;4.142866000000001;0.9437340000000001;s;bedroom_south;bedroom_south;179;3;weekday_;2007-10-30
2007-10-30 08:54:10.227863;M;29;1.0;29;4.13977;0.819799;s;hallway_upstairs;hallway_upstairs;180;0;weekday_;2007-10-30
2007-10-30 16:57:53.086744;M;1;1.0;1;1.5915430000000002;0.475845;s;living_room;living_room;208;2;weekday_;2007-10-30
2007-10-30 18:20:19.611326;M;16;1.0;16;8.49581;2.323386;s;kitchen;kitchen;209;0;weekday_;2007-10-30
2007-10-30 18:21:04.643191;M;15;1.0;15;4.391136;2.966244;s;living_room;living_room;210;6;weekday_;2007-10-30
2007-10-30 18:47:10.140464;M;16;1.0;16;5.477752000000001;1.950479;s;kitchen;kitchen;211;0;weekday_;2007-10-30
2007-10-30 18:47:45.289675;M;15;1.0;15;4.188960000000001;0.7172780000000001;s;living_room;living_room;212;6;weekday_;2007-10-30
2007-10-30 19:30:33.526032;M;16;1.0;16;4.376824;11.740857;s;kitchen;kitchen;213;0;weekday_;2007-10-30
2007-10-30 20:16:41.881922;M;15;1.0;15;4.588865;1.5206240000000002;s;living_room;living_room;232;6;weekday_;2007-10-30
2007-10-30 20:40:01.882611;M;16;1.0;16;4.788713;2.143415;s;kitchen;kitchen;233;0;weekday_;2007-10-30
2007-10-30 20:40:08.749039;M;15;1.0;15;4.165392000000001;1.357126;s;living_room;living_room;234;6;weekday_;2007-10-30
2007-10-30 22:37:33.837649;M;16;1.0;16;3.083209;0.9907180000000001;s;kitchen;kitchen;235;0;weekday_;2007-10-30
